3.310304 3.089175 
3.538683 3.315629 
3.268291 2.616274 
2.423755 2.203397 
2.663510 2.476472 
2.719498 2.525844 
2.833035 2.654216 
2.665632 2.509688 
3.797688 3.657865 
2.806130 2.646478 
5.375866 5.014952 
2.723145 2.590712 
3.571155 3.406232 
3.672743 1.944412 
2.867047 2.601257 
4.159741 3.736793 
3.898338 2.984182 
2.797456 2.624113 
2.099623 1.329204 
2.366516 2.124221 
2.015579 1.932970 
0.143166 0.214458 
0.928363 0.242748 
0.296714 0.282244 
0.347042 0.307868 
0.385692 0.361836 
0.372826 0.343062 
1.174635 1.001868 
1.618370 0.881456 
1.141036 0.493727 
0.969094 0.562648 
1.029702 0.875400 
1.665864 1.288357 
1.947806 1.245345 
1.720497 0.669612 
1.214050 0.880895 
0.808387 0.615985 
0.609834 0.503898 
0.515026 0.399018 
0.304356 0.282981 
0.392430 0.360286 
0.359133 0.201713 
0.335450 0.311064 
0.458049 0.422208 
0.492446 0.444824 
0.390680 0.298744 
0.348164 0.328987 
0.385629 0.361224 
0.335403 0.306150 
0.313573 0.284833 
0.360649 0.289254 
0.395072 0.346043 
0.366390 0.265095 
0.836799 0.664635 
0.580004 0.520958 
2.389950 0.497282 
0.517307 0.343276 
0.289356 0.276202 
0.436442 0.279614 
0.285083 0.266905 
0.454243 0.392215 
0.275055 0.234975 
0.339075 0.313021 
0.370054 0.341412 
0.316459 0.286773 
0.339893 0.299229 
0.382908 0.278848 
0.291133 0.246370 
0.332050 0.269721 
0.394456 0.323962 
0.302317 0.228151 
0.289814 0.134155 
0.140734 0.129974 
0.147338 0.135927 
0.148474 0.137973 
0.137649 0.129696 
0.133479 0.101021 
0.132072 0.032547 
0.035497 0.032937 
0.034072 0.031534 
0.030712 0.028759 
0.032115 0.028913 
0.083775 0.066756 
0.050701 0.046035 
0.064803 0.061565 
0.098794 0.064771 
0.046027 0.042396 
0.065724 0.019139 
0.017832 0.011706 
0.034146 0.009973 
0.012172 0.010868 
0.013427 0.012549 
0.013451 0.012573 
0.013378 0.012422 
0.013611 0.012404 
0.012081 0.010874 
0.011045 0.007721 
0.010233 0.007045 
0.008083 0.006727 
0.007298 0.005766 
0.006937 0.006098 
0.006221 0.004506 
0.005532 0.004426 
0.004909 0.004100 
0.004453 0.003470 
0.003683 0.003049 
0.002935 0.002370 
0.002721 0.002280 
0.002581 0.001548 
0.002026 0.001723 
0.002107 0.001647 
0.002033 0.001707 
0.001953 0.001762 
0.001842 0.001622 
0.001660 0.001335 
0.001520 0.001226 
0.001285 0.001165 
0.001395 0.001055 
0.001227 0.000761 
0.000737 0.000438 
0.000420 0.000256 
0.000229 0.000207 
0.000174 0.000163 
0.000101 0.000111 
0.000383 0.000388 
0.000260 0.000236 
0.000180 0.000159 
0.000143 0.000133 
0.000184 0.000188 
0.000177 0.000120 
0.000220 0.000214 
0.000098 0.000054 
0.000112 0.000107 
0.000052 0.000037 
0.000072 0.000091 
0.000118 0.000058 
0.000057 0.000058 
0.000065 0.000074 
0.000107 0.000088 
0.000132 0.000116 
0.000121 0.000097 
0.000101 0.000087 
0.000134 0.000112 
0.000154 0.000134 
0.000158 0.000132 
0.000100 0.000079 
0.000107 0.000089 
0.000103 0.000078 
0.000105 0.000024 
0.000028 0.000026 
0.000019 0.000015 
0.000020 0.000016 
0.000008 0.000010 
0.000010 0.000010 
0.000014 0.000014 
0.000011 0.000012 
0.000012 0.000011 
0.000009 0.000011 
